DCA_Code,Common_Name,Scientific_Name,Category
21045,Fusarium cortical stem rot,Gibberella avenacea,Root Diseases / Decay
21046,canker rot of oak,Inonotus hispidus,Root Diseases / Decay
21047,cinder conk / sterile conk trunk rot,Inonotus obliquus,Root Diseases / Decay
21048,ash heart rot,Perenniporia fraxinophila,Root Diseases / Decay
21049,red ring rot,Porodaedalea pini,Root Diseases / Decay
21050,aspen trunk rot,Phellinus tremulae,Root Diseases / Decay
21051,stem decay of black walnut,Sanghuangporus weirianus,Root Diseases / Decay
21052,brown trunk rot / quinine conk,Fomitopsis officinalis,Root Diseases / Decay
21053,wet rot / cellar fungus,Coniophora puteana,Root Diseases / Decay
21054,tinder fungus,Fomes fomentarius,Root Diseases / Decay
21055,purple conk,Trichaptum abietinum,Root Diseases / Decay
21056,pinyon black stain root disease,Leptographium wageneri,Root Diseases / Decay
21057,white trunk rot of conifers / Hartig?s conk,Phellinus hartigii,Root Diseases / Decay
21058,false tinder fungus,Phellinus igniarius,Root Diseases / Decay
21059,robustus conk,Fomitiporia robusta ,Root Diseases / Decay
21060,yellow cap fungus,Pholiota alnicola,Root Diseases / Decay
21061,oyster mushroom,Pleurotus ostreatus,Root Diseases / Decay
21062,redcedar white ring rot,Obba rivulosa,Root Diseases / Decay
21063,cedar brown pocket rot,Postia serieomollis,Root Diseases / Decay
21064,sterile conk of maple and beech,Inonotus glomeratus,Root Diseases / Decay
21065,birch conk,Piptoporus betulinus,Root Diseases / Decay
21066,red ring rot canker,Porodaedalea cancriformans,Root Diseases / Decay
21067,bacterial wetwood,Enterobacter nimipressuralis,Root Diseases / Decay
21068,artist's conk,Ganoderma applanatum,Root Diseases / Decay
21069,Phytophthora spp.,<Phytophthora spp.>,Root Diseases / Decay
21070,cedar laminated butt rot / yellow ring rot,Coniferiporia weirii,Root Diseases / Decay
21071,Coniophora (arida) brown rot,Coniophora arida,Root Diseases / Decay
21072,rainbow conk / turkey tail,Trametes versicolor,Root Diseases / Decay
21073,blue stain of spruce,Leptographium abietinum,Root Diseases / Decay
21074,<Pholiota spp.>,Pholiota spp.,Root Diseases / Decay
21075,red belt conk (with band),Fomitopsis mounceae,Root Diseases / Decay
21076,red belt conk (without band),Fomitopsis ochracea,Root Diseases / Decay
21077,Schrenk's red belt conk,Fomitopsis schrenkii,Root Diseases / Decay
21800,"other root disease or decay, known (code pending)","<other root disease or decay, known (code pending)>",Root Diseases / Decay
21900,unknown root disease or decay ,<unknown root disease or decay >,Root Diseases / Decay
22006,black knot of cherry,Apiosporina morbosa,Cankers
22007,atropellis canker,Atropellis piniphila,Cankers
22008,Siberian elm canker,Botryodiplodia hypodermia,Cankers
22009,Botryosphaeria canker,Botryosphaeria ribis,Cankers
22010,black rot fungus,Botryosphaeria stevensii,Cankers
22011,Caliciopsis canker,Caliciopsis pinea,Cankers
22012,black canker of aspen,Ceratocystis populicola,Cankers
22013,Sycamore canker,Ceratocystis fimbriata f. sp. platani,Cankers
22023,chestnut blight,Cryphonectria parasitica,Cankers
22025,Cryptosphaeria canker of aspen,Cryptosphaeria ligniota,Cankers
22026,Cytospora canker of fir,Cytospora abietis,Cankers
22029,sooty bark canker,Encoelia pruinosa,Cankers
22030,Eutypella canker,Eutypella parasitica,Cankers
22032,pitch canker of pines (Gibberella circinata also known as Fusarium circinatum),Gibberella circinata,Cankers
22033,Fusiococcum canker/constriction canker,Phomopsis amygdali,Cankers
22034,Scleroderris canker,Gremmeniella abietina,Cankers
22037,Hypoxylon canker of oak,Biscogniauxia atropunctata var. atropunctata,Cankers
22038,Hypoxylon canker of aspen,Entoleuca mammata,Cankers
22041,European larch canker,Lachnellula willkommii,Cankers
22042,beech bark disease complex,<beech bark disease complex>,Cankers
22043,Nectria canker,Neonectria ditissima,Cankers
22050,Phomopsis canker of Douglas-fir,Phomopsis occulta,Cankers
22051,Phomopsis canker,Phomopsis spp.,Cankers
22052,cypress canker,Seiridium cardinale,Cankers
22053,butternut canker,Sirococcus clavigignenti juglandacearum,Cankers
22054,maple canker,Steganosporium spp.,Cankers
22055,Thyronectria canker,Pleonectria austroamericana ,Cankers
22056,citrus canker,Xanthomonas citri,Cankers
22057,Cytospora canker of aspen,Cytospora chrysosperma,Cankers
22058,Dothichiza poplar canker,Chondroplea populea,Cankers
22060,Cytospora canker of spruce,Cytospora kunzei,Cankers
22073,hemlock canker,Xenomeris abietis,Cankers
22075,Lachnellula canker,Lachnellula flavovirens,Cankers
22076,Strumella canker,Strumella coryneoidea,Cankers
22077,Phomopsis blight,Phomopsis juniperivora,Cankers
22078,Nectria canker of yellow poplar,Nectria haematococca,Cankers
22080,aleurodiscus canker,Aleurodiscus spp.,Cankers
22082,Discocainia canker,Discocainia treleasei,Cankers
22085,Scleroderris canker of western firs,Grovesiella abieticola,Cankers
22086,thousand cankers disease,Geosmithia morbida,Cankers
22087,Dothichiza canker of poplar,Cryptodiaporthe populea,Cankers
22088,willow scab,Venturia saliciperda,Cankers
22089,apple scab,Venturia inaequalis,Cankers
22090,crown gall,Agrobacterium tumefaciens,Cankers
22091,sudden oak death,Phytophthora ramorum,Cankers
22092,Diplodia canker,Sphaeropsis sapinea,Cankers
22093,eutypella canker of maple,Eutypella parasitica,Cankers
22094,coral spot fungus,Nectria cinnabarina,Cankers
22095,rough bark of alder,Didymosphaeria oregonensis,Cankers
22096,Diplodia gall,Diplodia tumefaciens,Cankers
22097,California bay laurel dieback,Neofusicoccum nonquaesitum,Cankers
22098,pistachio canker,Leptosillia pistaciae,Cankers
22099,aspen running canker,"Neodothiora populina Crous, G.C. Adams, & Winton",Cankers
22800,"other canker agent, known (code pending)","<other canker agent, known (code pending)>",Cankers
22900,unknown canker,<unknown canker>,Cankers
22901,"Unknown canker, target","<Unknown canker, target>",Cankers
22902,"Unknown canker, diffuse","<Unknown canker, diffuse>",Cankers
23001,mistletoes,<mistletoe> ,Parasitic Higher Plants
23003,vine damage,<vine damage>,Parasitic Higher Plants
23005,white fir dwarf mistletoe,Arceuthobium abietinum f. sp. concoloris,Parasitic Higher Plants
23006,American dwarf mistletoe,Arceuthobium americanum,Parasitic Higher Plants
23007,Apache dwarf mistletoe,Arceuthobium apachecum,Parasitic Higher Plants
23008,western dwarf mistletoe,Arceuthobium campylopodum,Parasitic Higher Plants
23009,limber pine dwarf mistletoe,Arceuthobium cyanocarpum,Parasitic Higher Plants
23010,pinyon dwarf mistletoe,Arceuthobium divaricatum,Parasitic Higher Plants
23011,Douglas-fir dwarf mistletoe,Arceuthobium douglasii,Parasitic Higher Plants
23012,Huachuca Mountain dwarf mistletoe,Arceuthobium gillii,Parasitic Higher Plants
23013,larch dwarf mistletoe,Arceuthobium laricis,Parasitic Higher Plants
23014,western spruce dwarf mistletoe,Arceuthobium microcarpum,Parasitic Higher Plants
23015,eastern dwarf mistletoe,Arceuthobium pusillum,Parasitic Higher Plants
23016,hemlock dwarf mistletoe,Arceuthobium tsugense,Parasitic Higher Plants
23017,southwestern dwarf mistletoe,Arceuthobium vaginatum ssp. cryptopodum,Parasitic Higher Plants
23018,dodder,Cuscuta spp.,Parasitic Higher Plants
23019,fir mistletoe,Phoradendron pauciflorum,Parasitic Higher Plants
23020,true mistletoe,Phoradendron spp.,Parasitic Higher Plants
23021,red fir dwarf mistletoe,Arceuthobium abietinum f. sp. magnificae,Parasitic Higher Plants
23022,juniper mistletoe,Phoradendron juniperinum,Parasitic Higher Plants
23023,dwarf mistletoe,Arceuthobium spp.,Parasitic Higher Plants
23024,Klamath fir dwarf mistletoe,Arceuthobium abietinum ssp. wiensii,Parasitic Higher Plants
23025,"love vine, greek kasytas",Cassytha filiformis,Parasitic Higher Plants
23800,"other parasitic plant, known (code pending)","<other parasitic plant, known (code pending)>",Parasitic Higher Plants
23900,unknown parasitic plant,<unknown parasitic plant>,Parasitic Higher Plants
24019,pine wilt disease,Bursaphelenchus xylophilus,Wilts
24020,sapstreak disease,Ceratocystis coerulescens,Wilts
24021,oak wilt,Bretziella fagacearum,Wilts
24022,Dutch elm disease,Ophiostoma novo-ulmi,Wilts
24024,mimosa wilt,Fusarium oxysporum  f. sp. perniciosum,Wilts
24025,Verticillium wilt,Verticillium albo-atrum,Wilts
24031,laurel wilt,Raffaelea lauricola,Wilts
24033,koa wilt,Fusarium oxysporum f. sp. Koae,Wilts
24034,rapid 'ohia death,Ceratocystis spp.,Wilts
24035,rapid 'ohia death (huliohia-slow),Ceratocystis huliohia,Wilts
24036,rapid 'ohia death (lukuohia-aggressive),Ceratocystis lukuohia,Wilts
24037,tree-of-heaven wilt Vd,Verticillium dahliae,Wilts
24038,tree-of-heaven wilt Vn,Verticillium nonalfalfae,Wilts
24800,"other wilt, known (code pending)","<other wilt, known (code pending)>",Wilts
24900,unknown wilt,<unknown wilt>,Wilts
25001,blight,<blight>,Foliage and Shoot Diseases
25004,leaf spots,<leaf spots>,Foliage and Shoot Diseases
25005,needlecast,<needlecast>,Foliage and Shoot Diseases
25006,powdery mildew,<powdery mildew>,Foliage and Shoot Diseases
25009,true fir needle cast,Lirula abietinus-concoloris,Foliage and Shoot Diseases
25010,sycamore anthracnose,Apiognomonia veneta,Foliage and Shoot Diseases
25011,Cercospora blight of juniper,Asperisporium sequoiae,Foliage and Shoot Diseases
25014,ink spot of aspen,Ciborinia whetzelii,Foliage and Shoot Diseases
25016,anthracnose of Russian olive,Colletotrichum spp.,Foliage and Shoot Diseases
25018,leaf shothole,Cylindrosporium spp.,Foliage and Shoot Diseases
25019,cedar leaf blight,Didymascella thujina,Foliage and Shoot Diseases
25020,dogwood anthracnose,Discula destructiva,Foliage and Shoot Diseases
25021,mango scab,Elsino mangiferae,Foliage and Shoot Diseases
25022,Elytroderma needle blight,Elytroderma deformans,Foliage and Shoot Diseases
25024,walnut anthracnose,Gnomonia leptostyla,Foliage and Shoot Diseases
25025,anthracnose,Gnomonia spp.,Foliage and Shoot Diseases
25027,brown felt blight,Herpotrichia juniperi,Foliage and Shoot Diseases
25028,larch needle blight,Hypodermella laricis,Foliage and Shoot Diseases
25029,hardwood anthracnose,Kabatiella apocrypta,Foliage and Shoot Diseases
25030,Lasiodiplodia cone damage,Lasiodiplodia spp.,Foliage and Shoot Diseases
25031,Lirula spruce needle blight,Lirula macrospora,Foliage and Shoot Diseases
25032,fir needle cast,Lirula spp.,Foliage and Shoot Diseases
25033,white pine needle cast,Lophodermella arcuata,Foliage and Shoot Diseases
25034,Lophodermella needle cast of pines,Lophodermella spp.,Foliage and Shoot Diseases
25035,Lophodermium needle cast of pines,Lophodermium spp.,Foliage and Shoot Diseases
25036,Marssonina blight,Drepanopeziza spp.,Foliage and Shoot Diseases
25039,larch needle cast,Rhabdocline laricis,Foliage and Shoot Diseases
25040,Dothistroma needle blight (D. septosporum),Dothistroma septosporum,Foliage and Shoot Diseases
25041,brown felt blight of pines,Neopeckia coulteri,Foliage and Shoot Diseases
25042,snow blight,Phacidium infestans,Foliage and Shoot Diseases
25043,Swiss needle cast,Phaeocryptopus gaeumannii,Foliage and Shoot Diseases
25044,Phoma blight,Phoma spp.,Foliage and Shoot Diseases
25045,Phyllosticta leaf spot,Phyllosticta minima,Foliage and Shoot Diseases
25046,bud rot,Phytophthora palmivora,Foliage and Shoot Diseases
25047,Ploioderma needle cast,Ploioderma spp.,Foliage and Shoot Diseases
25050,Rhabdocline needle cast,Rhabdocline spp.,Foliage and Shoot Diseases
25051,Rhizoctonia needle blight,Rhizoctonia spp.,Foliage and Shoot Diseases
25052,Rhizosphaera needle cast,Rhizosphaera spp.,Foliage and Shoot Diseases
25054,brown spot needle blight,Lecanosticta acicola,Foliage and Shoot Diseases
25055,Septoria leaf spot of alder,Septoria alnifolia,Foliage and Shoot Diseases
25056,Septoria leaf spot and canker,Mycosphaerella populorum,Foliage and Shoot Diseases
25057,Sirococcus shoot blight,Sirococcus conigenus,Foliage and Shoot Diseases
25059,leaf blister of oak,Taphrina caerulescens,Foliage and Shoot Diseases
25060,Venturia leaf blight of maple,Venturia aceris,Foliage and Shoot Diseases
25061,aspen shoot blight,Venturia macularis,Foliage and Shoot Diseases
25063,yellow-cedar shoot blight,Kabatina thujae,Foliage and Shoot Diseases
25067,spruce needle cast,Lophodermium piceae,Foliage and Shoot Diseases
25071,Rhizosphaera needle disease of fir,Rhizosphaera pini,Foliage and Shoot Diseases
25073,cottonwood and poplar shoot blight,Venturia populina,Foliage and Shoot Diseases
25074,Delphinella shoot blight,Delphinella abietis,Foliage and Shoot Diseases
25075,tar spot,Rhytisma acerinum,Foliage and Shoot Diseases
25076,birch leaf fungus,Septoria betulae,Foliage and Shoot Diseases
25077,Septoria leaf spot of maple,Septoria aceris,Foliage and Shoot Diseases
25080,bur oak blight,Tubakia iowensis,Foliage and Shoot Diseases
25081,bacterial leaf scorch,Xylella fastidiosa,Foliage and Shoot Diseases
25082,leaf blister of maple,Taphrina carveri,Foliage and Shoot Diseases
25083,Rhizosphaera needle cast (spp. kalkhoffii),Rhizosphaera kalkhoffii,Foliage and Shoot Diseases
25084,white pine needle damage,<white pine needle damage>,Foliage and Shoot Diseases
25085,Dothistroma needle blight (D. pini),Dothistroma pini,Foliage and Shoot Diseases
25086,Sirococcus shoot blight of hemlock,Sirococcus tsugae,Foliage and Shoot Diseases
25087,Gemmamyces bud blight,Gemmamyces piceae,Foliage and Shoot Diseases
25088,Kabatina tip blight of juniper,Kabatina juniperi,Foliage and Shoot Diseases
25089,dichomera bud blight,Dichomera gemmicola,Foliage and Shoot Diseases
25090,aspen tongue gall,Taphrina johansonii,Foliage and Shoot Diseases
25091,alder tongue gall,Taphrina occidentalis,Foliage and Shoot Diseases
25092,beech leaf disease,Litylenchus crenatae,Foliage and Shoot Diseases
25093,Tubakia spp.,Tubakia spp.,Foliage and Shoot Diseases
25800,"other foliage or shoot disease, known (code pending)","<other foliage or shoot disease, known (code pending)>",Foliage and Shoot Diseases
25900,unknown foliage or shoot disease,<unknown foliage or shoot disease>,Foliage and Shoot Diseases
26001,white pine blister rust,Cronartium ribicola,Rusts
26002,western gall rust,Peridermium harknessii,Rusts
26003,stalactiform rust,Cronartium coleosporioides,Rusts
26004,comandra blister rust,Cronartium comandrae,Rusts
26005,pinyon rust,Cronartium occidentale,Rusts
26006,eastern gall rust,Cronartium quercuum,Rusts
26007,gall rust of jack pine,Cronartium quercuum f. sp. banksianae,Rusts
26008,gall rust of shortleaf pine,Cronartium quercuum f. sp. echinatae,Rusts
26009,fusiform rust,Cronartium quercuum f. sp. fusiforme,Rusts
26010,gall rust of Virginia pine,Cronartium quercuum f. sp. virginianae,Rusts
26011,Bethuli rust,Peridermium bethuli,Rusts
26012,filamentosum rust,Peridermium filamentosum,Rusts
26013,southern cone rust,Cronartium strobilinum,Rusts
26014,sweetfern rust disease,Cronartium comptoniae,Rusts
26015,amelanchier rust,Gymnosporangium harknessianum,Rusts
26016,cedar apple rust,Gymnosporangium juniperi-virginianae,Rusts
26017,large-spored spruce-Labrador tea rust,Chrysomyxa ledicola,Rusts
26018,pine needle rust,Coleosporium asterum,Rusts
26019,Coronado limb rust,Cronartium arizonicum,Rusts
26020,Douglas-fir rust,Melampsora medusae,Rusts
26021,ash rust,Puccinia sparganioides,Rusts
26022,fir and hemlock rusts,Pucciniastrum spp.,Rusts
26023,spruce needle rust,Chrysomyxa weirii,Rusts
26024,yellow cypress rust,Gymnosporangium nootkatense,Rusts
26025,leaf rusts of hardwoods,Melampsora spp.,Rusts
26026,hemlock needle rust,Naohidemyces vaccinii,Rusts
26027,Eurasian poplar leaf rust,Melampsora larici-populina,Rusts
26028,'ohia / guava rust,Austropuccinia psidii,Rusts
26029,spruce broom rust,Chrysomyxa arctostaphyli,Rusts
26030,incense-cedar broom rust,Gymnosporangium libocedri,Rusts
26031,juniper broom rust,Gymnosporangium nidus-avis,Rusts
26032,yellow witches-broom of fir,Melampsorella caryophyllacearum,Rusts
26800,"other rust, known (code pending)","<other rust, known (code pending)>",Rusts
26900,unknown rust,<unknown rust>,Rusts
29001,yellow-cedar decline,<yellow-cedar decline>,Declines
29002,sudden aspen decline,<sudden aspen decline>,Declines
29003,maple decline,<maple decline>,Declines
29004,oak decline,<oak decline>,Declines
29005,subalpine fir decline,<subalpine fir decline>,Declines
30000,fire,<fire>,Fire
30001,wild fire,<wild fire>,Fire
30002,human caused fire,<human caused fire>,Fire
41001,bears,Ursus spp.,Wild Animals
41002,American beaver,Castor canadensis,Wild Animals
41003,big game,<big game>,Wild Animals
41004,mice or voles,<mice or voles>,Wild Animals
41005,pocket gophers,<Geomyidae>,Wild Animals
41006,common porcupine,Erethizon dorsatum,Wild Animals
41007,rabbits,Sylvilagus spp.,Wild Animals
41008,sapsuckers,Sphyrapicus spp.,Wild Animals
41009,squirrels,<Sciuridae>,Wild Animals
41010,woodpeckers,<Piciformes>,Wild Animals
41011,moose,Alces alces,Wild Animals
41012,elk,Cervus elaphus,Wild Animals
41013,deer,Odocoileus spp.,Wild Animals
41014,feral pigs,Sus scrofa,Wild Animals
41015,mountain beaver,Aplodontia rufa,Wild Animals
41016,deer or elk,<Cervidae>,Wild Animals
41017,earthworm,<Lumbricidae>,Wild Animals
41048,hares,Lepus spp.,Wild Animals
41800,"other wild animal, known (code pending)","<other wild animal, known (code pending)>",Wild Animals
41900,unknown wild animal,<unknown wild animal>,Wild Animals
42001,domesticated cattle,Bos taurus,Domestic Animals
42002,goat,Capra hircus,Domestic Animals
42003,horse,Equus caballus,Domestic Animals
42004,sheep,Ovis aries,Domestic Animals
42800,"other domestic animal, known (code pending)","<other domestic animal, known (code pending)>",Domestic Animals
42900,unknown domestic animal,<unknown domestic animal>,Domestic Animals
50001,air pollutants,<air pollutants>,Abiotic Agents
50002,chemical,<chemical>,Abiotic Agents
50003,drought,<drought>,Abiotic Agents
50004,flooding-high water,<flooding-high water>,Abiotic Agents
50005,frost,<frost>,Abiotic Agents
50006,hail,<hail>,Abiotic Agents
50007,heat,<heat>,Abiotic Agents
50008,lightning,<lightning>,Abiotic Agents
50009,nutrient imbalances,<nutrient imbalances>,Abiotic Agents
50010,radiation,<radiation>,Abiotic Agents
50011,snow-ice,<snow-ice>,Abiotic Agents
50013,wind-tornado/hurricane,<wind-tornado/hurricane>,Abiotic Agents
50014,winter injury,<winter injury>,Abiotic Agents
50015,avalanche,<avalanche>,Abiotic Agents
50016,mud-land slide,<mud-land slide>,Abiotic Agents
50017,volcano,<volcano>,Abiotic Agents
50018,other geologic event,<other geologic event>,Abiotic Agents
50019,mechanical (non-human caused),<mechanical (non-human caused)>,Abiotic Agents
50020,saltwater injury - flooding / hurricane,<saltwater injury - flooding / hurricane>,Abiotic Agents
50021,freezing injury to roots,<freezing injury to roots>,Abiotic Agents
50022,salt damage,<salt damage>,Abiotic Agents
50800,"other abiotic damage, known (code pending)","<other abiotic damage, known (code pending)>",Abiotic Agents
50900,unknown abiotic damage,<unknown abiotic damage>,Abiotic Agents
60000,competition,<competition>,Competition
70001,herbicides,<herbicides>,Human Activities
70003,imbedded objects,<imbedded objects>,Human Activities
70004,improper planting technique,<improper planting technique>,Human Activities
70005,land clearing,<land clearing>,Human Activities
70006,land use conversion,<land use conversion>,Human Activities
70007,logging damage,<logging damage>,Human Activities
70008,mechanical,<mechanical>,Human Activities
70009,pesticides,<pesticides>,Human Activities
70010,roads,<roads>,Human Activities
70011,soil compaction,<soil compaction>,Human Activities
70012,suppression,<suppression>,Human Activities
70013,vehicle damage,<vehicle damage>,Human Activities
70014,road salt or deicers,<road salt or deicers>,Human Activities
70100,other human activities,<other human activities>,Human Activities
71000,harvest,<harvest>,Harvest
71001,woodland cutting,<woodland cutting>,Harvest
80005,root disease and beetle complex,<root disease and beetle complex>,"Multi-Agent ""Complexes"""
80006,ash yellows,Candidatus phytoplasma fraxini,"Multi-Agent ""Complexes"""
80007,northern spruce engraver and spruce beetle,Ips perterbatus and Dendroctonus rufipennis,"Multi-Agent ""Complexes"""
80008,root disease or bears,<root disease or bears>,"Multi-Agent ""Complexes"""
80300,"other pest complex, known (code pending)","<other pest complex, known (code pending)>","Multi-Agent ""Complexes"""
85001,buffelgrass,Pennisetum ciliare,Invasive Plants
85002,tree of heaven,Ailanthus altissima,Invasive Plants
85003,crimson fountaingrass,Cenchrus setaceus,Invasive Plants
85004,<Merremia peltata>,Merremia peltata,Invasive Plants
85005,lesser celandine,Ranunculus ficaria,Invasive Plants
85006,amur cork tree,Phellodendron amurense,Invasive Plants
85007,fountain grass,Pennisetum setaceum,Invasive Plants
85008,Boer lovegrass,Eragrostis curvula,Invasive Plants
85009,natal grass,Melinis repens,Invasive Plants
85010,Russian olive,Elaeagnus angustifolia,Invasive Plants
85011,tamarisk,Tamarix spp.,Invasive Plants
85012,gorse,Ulex europaeus,Invasive Plants
85013,Norway maple,Acer platanoides,Invasive Plants
85014,Japanese chaff flower,Achyranthes japonica,Invasive Plants
85015,mimosa,Albizia julibrissin,Invasive Plants
85016,porcelain berry,Ampelopsis glandulosa,Invasive Plants
85017,wild chervil,Anthriscus sylvestris,Invasive Plants
85018,angelica tree,Aralia elata,Invasive Plants
85019,Japanese barberry,Berberis thunbergii,Invasive Plants
85020,poison hemlock,Conium maculatum,Invasive Plants
85021,pale swallow-wort,Cynanchum rossicum,Invasive Plants
85022,Chinese yam,Dioscorea oppositifolia,Invasive Plants
85023,Autumn olive,Elaeagnus umbellata,Invasive Plants
85024,burning bush,Euonymus alatus,Invasive Plants
85025,Japanese knotweed,Fallopia japonica,Invasive Plants
85026,glossy buckthorn,Frangula alnus,Invasive Plants
85027,goatsrue,Galega officinalis,Invasive Plants
85028,giant hogweed,Heracleum mantegazzianum,Invasive Plants
85029,Japanese hop,Humulus japonicus,Invasive Plants
85030,bush honeysuckle,Lonicera spp.,Invasive Plants
85031,purple loosestrife,Lythrum salicaria,Invasive Plants
85032,Japanese stiltgrass,Microstegium vimineum,Invasive Plants
85033,silvergrass,Miscanthus sinensis,Invasive Plants
85034,wavy leaf basketgrass,Oplismenus undulatifolius,Invasive Plants
85035,mile-a-minute weed,Persicaria perfoliata,Invasive Plants
85036,reed canary grass,Phalaris arundinacea,Invasive Plants
85037,Oriental photinia,Photinia villosa,Invasive Plants
85038,invasive phragmites,Phragmites australis,Invasive Plants
85039,kudzu,Pueraria montana var. lobata,Invasive Plants
85040,callery pear,Pyrus calleryana,Invasive Plants
85041,common buckthorn,Rhamnus Cathartica,Invasive Plants
85042,jet bead,Rhodotypos scandens,Invasive Plants
85043,wineberry,Rubus phoenicolasius,Invasive Plants
85044,ravena grass,Tripidium ravennae,Invasive Plants
90000,unknown,<unknown>,Unknown
